"","name","SA","est","Year","ExtraTerr","EVIMean"
"218","1400042015Snow 95% est","SK",4335.94978147076,"2015",0,1094.39876955245
"219","1400042015SnowFree 95% est","SK",752.963499974575,"2015",0,1218.25791113952
"223","1400052015Snow 95% est","SK",672.712914511084,"2015",0,1009.97452190753
"224","1400052015SnowFree 95% est","SK",624.728014408099,"2015",0,973.808221163802
"231","1400072015SnowFree 95% est","SK",1721.52723131037,"2015",0,973.12617433702
"235","1400082015SnowFree 95% est","SK",2184.42254175041,"2015",0,884.348906124241
"239","1400092015Snow 95% est","SK",16502.0832655518,"2015",1,1260.57660330224
"240","1400092015SnowFree 95% est","SK",273723.732403368,"2015",1,794.294508602404
"245","1400102015SnowFree 95% est","SK",727.749995289392,"2015",0,733.732621440536
"252","1400152015Snow 95% est","SK",50154.4879443023,"2015",0,1133.25238712065
"253","1400152015SnowFree 95% est","SK",9180.28787445292,"2015",0,906.760389087142
"262","1400182015SnowFree 95% est","SK",11459.6405538604,"2015",1,837.640037664783
"269","1400202015Snow 95% est","SK",82454.4470046366,"2015",1,737.816573897759
"270","1400202015SnowFree 95% est","SK",18182.0647476397,"2015",1,663.505501443001
"272","1400212015Snow 95% est","SK",2162.95124789759,"2015",0,780.64290797808
"273","1400212015SnowFree 95% est","SK",1054.69765302452,"2015",0,731.499125249929
"287","1400282015SnowFree 95% est","SK",719.422914363013,"2015",0,1170.09731786879
"290","1400302015Snow 95% est","SK",1490.37078800118,"2015",0,502.765937883122
"291","1400302015SnowFree 95% est","SK",996.606844442152,"2015",0,499.807642903019
"293","1400312015SnowFree 95% est","SK",2554.27398390256,"2015",0,809.945124716553
"297","1400362015Snow 95% est","SK",3235.95331791086,"2015",0,871.403826443457
"298","1400362015SnowFree 95% est","SK",1333.16694000086,"2015",0,856.583926641071
"300","1400372015Snow 95% est","SK",2966.37125891608,"2015",1,726.688452812164
"301","1400372015SnowFree 95% est","SK",662.754720256202,"2015",0,735.299596058741
"303","1400382015Snow 95% est","SK",2661.01361615709,"2015",0,819.572231488868
"304","1400382015SnowFree 95% est","SK",1232.76284930699,"2015",0,743.165955840725
"306","1400392015Snow 95% est","SK",11639.0722010134,"2015",0,661.300347844797
"307","1400392015SnowFree 95% est","SK",2065.43359845131,"2015",0,587.834511426897
"343","BW0242015Snow 95% est","BC",1911.61702258544,"2015",0,1334.01449579154
"361","BW0332015Snow 95% est","BC",1734.86404713729,"2015",0,1317.72893061744
"362","BW0332015SnowFree 95% est","BC",1349.00867396901,"2015",0,1274.26909224198
"364","BW0352015Snow 95% est","BC",5346.3779569312,"2015",0,1522.99402172162
"365","BW0352015SnowFree 95% est","BC",4128.40557313525,"2015",1,1731.4495803703
"367","BW0362015Snow 95% est","BC",4128.33541131569,"2015",0,1520.82180654293
"368","BW0362015SnowFree 95% est","BC",2015.52302767598,"2015",0,1571.22026819433
"370","BW0382015Snow 95% est","BC",928.998428893995,"2015",0,1609.29925399531
"371","BW0382015SnowFree 95% est","BC",1068.77713479056,"2015",0,1605.63496449571
"376","BW0392015Snow 95% est","BC",1209.29468272095,"2015",0,1607.27100401606
"377","BW0392015SnowFree 95% est","BC",1163.76224035581,"2015",0,1607.54509381828
"380","BW0402015Snow 95% est","BC",2482.95039030434,"2015",1,1583.63983731996
"381","BW0402015SnowFree 95% est","BC",4325.86656021254,"2015",1,1575.26284604021
"385","BW0412015Snow 95% est","BC",3838.37595850273,"2015",0,1380.83947760228
"386","BW0412015SnowFree 95% est","BC",15566.7832031655,"2015",1,1119.46618945591
"387","BW042nex2015Snow 95% est","BC",6787.39743808999,"2015",NA,1163.1442819366
"388","BW042nex2015SnowFree 95% est","BC",3282.04884966431,"2015",NA,1158.02437867888
"390","BW043nex2015Snow 95% est","BC",7442.23167183258,"2015",NA,1163.1286207121
"391","BW043nex2015SnowFree 95% est","BC",3019.5624835906,"2015",NA,1163.79545306601
"394","BW044nex2015Snow 95% est","BC",5948.21717935403,"2015",NA,1154.56655217534
"395","BW044nex2015SnowFree 95% est","BC",2023.84644930033,"2015",NA,1164.95453955691
"396","BW045nex2015Snow 95% est","BC",10474.3369856649,"2015",NA,1131.48585641826
"397","BW045nex2015SnowFree 95% est","BC",3590.11318101492,"2015",NA,1167.88735852738
"400","BW046nex2015Snow 95% est","BC",6673.0455871223,"2015",NA,1163.79679851185
"401","BW046nex2015SnowFree 95% est","BC",2494.63586148669,"2015",NA,1168.16620696369
"402","BW047nex2015SnowFree 95% est","BC",1410.09640236813,"2015",NA,1275.25730304864
"403","BW049nex2015Snow 95% est","BC",2578.7378597752,"2015",NA,1271.58821655036
"404","BW049nex2015SnowFree 95% est","BC",1797.99431051672,"2015",NA,1339.28764872883
"408","BW0502015SnowFree 95% est","BC",1579.81398851212,"2015",0,1268.3364088345
"410","BW0512015SnowFree 95% est","BC",59621.5723316726,"2015",1,1722.40742864424
"411","BW0522015Snow 95% est","BC",1680.08729631102,"2015",0,1345.91284078077
"414","BW0532015Snow 95% est","BC",7559.36499147128,"2015",0,1790.95072700487
"241","1400092016SnowFree 95% est","SK",439.578857824042,"2016",0,1880.95648878697
"344","BW0242016Snow 95% est","BC",2056.08096983083,"2016",0,1511.38205194637
"345","BW0242016SnowFree 95% est","BC",1018.15774875729,"2016",0,1552.18945053523
"372","BW0382016Snow 95% est","BC",1575.74659905952,"2016",0,1699.59045783133
"373","BW0382016SnowFree 95% est","BC",708.574985740013,"2016",0,1704.21058638205
"378","BW0392016SnowFree 95% est","BC",959.157041327225,"2016",0,1713.82461271453
"382","BW0402016Snow 95% est","BC",1727.22696625545,"2016",0,1703.80778498908
"383","BW0402016SnowFree 95% est","BC",1211.57403413051,"2016",0,1716.38760885633
"389","BW042nex2016SnowFree 95% est","BC",3953.76490733416,"2016",NA,1334.21263595859
"392","BW043nex2016SnowFree 95% est","BC",3373.64876137337,"2016",NA,1341.94586424393
"398","BW045nex2016Snow 95% est","BC",2795.23715339765,"2016",NA,1461.53840201199
"399","BW045nex2016SnowFree 95% est","BC",8968.78755217359,"2016",NA,1475.09654915671
"405","BW049nex2016Snow 95% est","BC",2769.79737367232,"2016",NA,1546.61492660872
"406","BW049nex2016SnowFree 95% est","BC",1620.07720864267,"2016",NA,1563.74377167584
"412","BW0522016Snow 95% est","BC",1540.58825018216,"2016",0,1530.49818670466
"413","BW0522016SnowFree 95% est","BC",914.740471860389,"2016",0,1539.33522488441
"415","BW0532016Snow 95% est","BC",5796.57620490449,"2016",0,1547.09964242386
"416","BW0532016SnowFree 95% est","BC",4922.24110928487,"2016",0,1713.01803520472
"374","BW0382017SnowFree 95% est","BC",1089.08837705576,"2017",0,1180.56624494252
"417","BW0532017SnowFree 95% est","BC",2146.07481061487,"2017",0,1202.73000799361
